ID,name,store_uscore,full_price,developers,publishers,categories,genres,tags,meta_score,meta_uscore,igdb_score,igdb_uscore
540,Stash,68,,Frogdice,Frogdice,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards","Adventure,Free to Play,Indie,Massively Multiplayer,RPG","Massively Multiplayer,RPG,Adventure,Indie,Free to Play,Multiplayer,Building,Turn-Based Combat,Crafting,MMORPG,Turn-Based,Sandbox,Open World,Dungeon Crawler,Strategy,Turn-Based Tactics,Fantasy,Character Customization,Strategy RPG,Tactical",,,,80
541,Soulslayerï½žç­é­‚Â·è¯¯ä½³æœŸï½ž,95,999,å¼€æ°´å·¥ä½œå®¤,NVLMaker,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Casual,Indie","Indie,Casual,Adventure,Detective,Visual Novel,Female Protagonist",,,,70
542,Weaves of Fate,76,399,Tom Kingston,Tom Kingston,Single-player,"Action,Indie,RPG,Strategy","Strategy,Indie,Action,RPG,Tactical,Adventure,Turn-Based Strategy,Dark Fantasy,Fantasy,Singleplayer,Turn-Based Tactics,Turn-Based,Tactical RPG,Strategy RPG,Retro",,,,60
543,Go For Launch: Mercury,83,1699,Joe Chisholm,Joe Chisholm,Single-player,"Action,Indie,Simulation,Early Access","Early Access,Simulation,Action,Indie,VR,Space",,,,60
544,Shoot Shoot Mega Pack,94,1499,Actual Humans,Actual Humans,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play Together","Action,Casual,Indie","Action,Indie,Casual,4 Player Local",,,,70
545,TITANS: Dawn of Tribes,46,999,"34BigThings srl,Event Horizon Studios",IndieGala,"Multi-player,MMO,PvP,Online PvP,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access","Early Access,Indie,Survival,Action,Open World,Crafting,Massively Multiplayer,Nudity,Multiplayer,Third Person,Adventure,Simulation,Co-op,Online Co-Op,Violent,PvP,Building,Sandbox,Gore,Survival Horror",,,,
546,Paranormal Activity: The Lost Soul,80,2999,VRWERX,VRWERX,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Violent,Gore,Adventure,RPG","Gore,VR,Adventure,Horror,RPG,Violent,Survival Horror,Singleplayer,Indie,Psychological Horror",,,,60
547,Splody,95,699,Dashing Strike,Dashing Strike,"Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Includes level editor,Remote Play on TV,Remote Play Together","Action,Casual,Indie","Indie,Action,Casual,4 Player Local,Multiplayer,Local Multiplayer",,,,70
548,Impact Winter,41,1999,Mojo Bones,BANDAI NAMCO Entertainment,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV","Adventure,Indie,Simulation","Adventure,Indie,Simulation,Survival",63,50,65,69
549,Ancient Go,68,499,Hart Laboratories LLC,Hart Laboratories LLC,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support","Casual,Indie,Strategy","Strategy,Casual,Indie,Board Game",,,,50
550,Warfare Online,67,,Con Artist Games,Con Artist Games,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,In-App Purchases","Free to Play,Indie,Massively Multiplayer,Strategy","Free to Play,Strategy,War,Multiplayer,Military,Action,Card Game,Massively Multiplayer,Indie,MOBA,Casual,Online Co-Op,RTS,Singleplayer,Shooter,Survival,FPS,First-Person,Adventure",,,,60
551,Match More,50,99,Logic tree,Logic tree,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen,Remote Play Together","Casual,Indie,Early Access","Early Access,Indie,Casual,Puzzle,Multiplayer,Singleplayer,Match 3,Competitive",,,,
552,Super ComboMan: Smash Edition,33,1499,Interabang Entertainment,Flashman Games,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Indie","Action,Adventure,Indie",49,58,,
553,Bambino Rally 3,55,199,Play Publishing,Play Publishing,Single-player,"Action,Racing,Simulation","Racing,Action,Simulation",,,,
554,Legion TD 2 - Multiplayer Tower Defense,76,1999,AutoAttack Games,AutoAttack Games,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op","Indie,Strategy,Early Access","Early Access,Strategy,Tower Defense,Indie,Multiplayer,Fantasy",,,,
555,Rick and Morty: Virtual Rick-ality,76,2999,Owlchemy Labs,Adult Swim Games,"Single-player,Steam Achievements,Steam Trading Cards,SteamVR Collectibles","Adventure,Indie,Simulation","Adventure,VR,Simulation,Violent,Indie,Comedy,Funny,Sci-fi,Memes,Psychological Horror,First-Person,VR Only",75,62,72,60
556,Monsters' Den: Godfall,85,1499,Monstrum,Monstrum,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG,Strategy","Indie,RPG,Adventure,Strategy,Dungeon Crawler,Tactical RPG,Turn-Based,Party-Based RPG,Fantasy,Dark Fantasy",,,,80
557,Linelight,98,999,My Dog Zorro,My Dog Zorro,"Single-player,Steam Achievements,Full controller support,Remote Play on TV","Action,Adventure,Casual,Indie","Indie,Casual,Action,Adventure,Puzzle,Great Soundtrack,Minimalist",90,80,90,99
558,"SnarfQuest Tales, Episode 1: The Beginning",50,499,Cellbloc Studios,Cellbloc Studios,"Single-player,Captions available","Action,Adventure,Indie,RPG","Adventure,Indie,Action,RPG",,,,
559,Spellgear,65,,SkyRiver Studios,SkyRiver Studios,"Multi-player,PvP,Online PvP,Steam Achievements,In-App Purchases","Action,Indie,RPG","RPG,Action,Indie",,,,50
560,Evangelineâ„¢,45,799,Raconteur Games,Raconteur Games,"Single-player,Full controller support,Commentary available",Indie,"Indie,Walking Simulator,Story Rich,Short",,,,50
561,Rocketbirds 2 Evolution,75,999,Ratloop Asia,Reverb Triple XP,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Violent,Action,Adventure,Indie","Action,Violent,Indie,Adventure,Platformer,2D,Great Soundtrack,Co-op",,88,63,
562,UNO,74,999,Ubisoft Entertainment,Ubisoft Entertainment,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Full controller support,Steam Trading Cards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together",Casual,"Card Game,Multiplayer,Casual,Board Game,Family Friendly,Funny,Strategy,Co-op,Quick-Time Events,Free to Play",,68,53,70
563,Troubleshooter,93,2499,Dandylion,Dandylion,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Casual,Indie,RPG,Strategy,Early Access","Early Access,RPG,Turn-Based,Strategy,Indie,Casual,Turn-Based Strategy,Anime,Turn-Based Combat,Turn-Based Tactics,JRPG,Tactical RPG,Strategy RPG,Superhero,Difficult,Tactical,Story Rich",,,,70
564,In The Shadows,97,1599,Colorspace Studio,Colorspace Studio,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Adventure,Casual,Indie","Indie,Casual,Adventure,Pixel Graphics,Puzzle,Puzzle-Platformer",,,,70
565,She Remembered Caterpillars,95,1199,jumpsuit entertainment UG (haftungsbeschrÃ¤nkt),"Ysbryd Games,WhisperGames","Single-player,Steam Achievements,Steam Trading Cards",Indie,"Indie,Puzzle",82,59,,70
566,Seven: Enhanced Edition,79,2999,"IMGN.PRO,Fool's Theory",IMGN.PRO,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG","Action,RPG,Adventure,Indie,Stealth,Isometric,Violent,Nudity,Sexual Content,Hack and Slash,Cyberpunk,Action RPG,Open World,Singleplayer,Post-apocalyptic",68,72,79,80
567,Melody,83,999,"Verge of Brilliance LLC,Evie Powell,Michael Fewkes,Nickolas Forsten,David Whitlock,Mike Chokran,Andrew Luck",Verge of Brilliance LLC,"Single-player,Steam Achievements","Indie,Simulation","Indie,Simulation,VR",,,,
568,Don't Drop the Bass,75,299,RadishBox,RadishBox,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Leaderboards,Remote Play Together","Casual,Indie,Sports","Sports,Casual,Indie",,,,
569,Space Jammers,80,1499,Spread Shot Studios LLC,Spread Shot Studios LLC,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Steam Trading Cards,Steam Leaderboards,Remote Play Together","Action,Adventure,Indie,Early Access","Early Access,Action,Indie,Adventure,Top-Down Shooter",,,,
570,Nine Parchments,76,1999,Frozenbyte,Frozenbyte,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together","Action,RPG","Action,RPG,Magic,Co-op,Online Co-Op,Local Co-Op,Multiplayer,Fantasy,Twin Stick Shooter,4 Player Local,Isometric",,66,66,78
571,Greedy Guns,82,1499,Tio Atum,Tio Atum,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together","Action,Adventure,Indie","Adventure,Action,Indie,2D,Metroidvania,Platformer,Shooter,Controller,Local Co-Op",,,70,70
572,Death Squared,95,1499,SMG Studio,SMG Studio,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together","Casual,Indie","Casual,Indie,Co-op,4 Player Local,Funny,Local Co-Op,Local Multiplayer,Controller,Colorful,Robots,Family Friendly,Dark Humor,Minimalist,Satire,Dynamic Narration,Difficult,Artificial Intelligence,Co-op Campaign,Intentionally Awkward Controls,Arcade",,78,70,70
573,Slime-san: Superslime Edition,86,1499,Fabraz,Headup,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play Together","Action,Adventure,Indie","Indie,Action,Adventure,Platformer,Arcade,Pixel Graphics,Fast-Paced,Funny,Great Soundtrack",78,85,84,70
574,Shock Tactics,43,999,Point Blank Games,EuroVideo Medien ,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","RPG,Strategy","Strategy,RPG,Turn-Based,Sci-fi",,52,65,50
575,Absolver,67,2999,Sloclap,Devolver Digital,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Remote Play on TV","Action,Adventure,Indie","Fighting,Action,Martial Arts,Multiplayer,PvP,Open World,Adventure,Indie,PvE,RPG,Online Co-Op,MMORPG,Singleplayer,Difficult,Co-op,Swordplay,Character Customization,Massively Multiplayer,Atmospheric,Strategy",75,59,75,60
576,Time in Time,65,199,ErayTek,ErayTek,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Includes level editor","Indie,Strategy","Indie,Strategy,Puzzle-Platformer,Difficult",,,,50
577,Project Remedium,33,1499,Atomic Jelly,Movie Games S.A.,"Single-player,Steam Achievements,Steam Cloud","Action,Adventure,Indie","Action,Adventure,Indie,FPS,Shooter",,,59,50
578,Scanner Sombre,87,599,Introversion Software,Introversion Software,"Single-player,Partial Controller Support","Adventure,Indie","Horror,Exploration,Walking Simulator,Adventure,Indie,Atmospheric,First-Person,VR,Singleplayer",67,64,73,58
579,Go Go Electric Samurai,74,,"Hexagon Games,NAMI TENTOU",Hexagon Games,"Multi-player,PvP,Online PvP","Action,Indie","Indie,Action",,,,
580,Reflection of Mine,86,799,Redblack Spade,Redblack Spade,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie","Adventure,Indie,Female Protagonist,Puzzle,Horror,Psychological Horror,Great Soundtrack,Story Rich,Dark,Atmospheric,Singleplayer,Mystery,Action,Touch-Friendly,Difficult,2D",,,,70
581,Johnny Gravesâ€”The Unchosen One,69,399,Stupid Stupid Games,Stupid Stupid Games,Single-player,"Action,Indie,RPG","Action,Indie,RPG,Shooter,Supernatural,Dark Fantasy,Zombies,Difficult,Hack and Slash",,,60,
582,Strike Vector EX,86,1199,Ragequit Corporation,Ragequit Corporation,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on TV","Action,Indie","Action,Indie,Shooter,Mechs,Sci-fi,Multiplayer,Fast-Paced,Flight",,,74,71
583,Heart of Crown PC,84,2499,"illuCalab,FLIPFLOPs,Japanime Games","Culture Select,MangaGamer","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards","Indie,RPG,Simulation,Strategy","Indie,Strategy,Anime,Card Game,Multiplayer,Trading Card Game,RPG,Simulation,Visual Novel,Turn-Based,Female Protagonist,Tactical,Board Game",,,,50
584,Google Spotlight Stories: Pearl,96,,Google Inc.,Google Inc.,Single-player,"Adventure,Free to Play","Free to Play,Adventure,VR",,,,
585,Call of DutyÂ®: WWII,60,5999,"Sledgehammer Games,Raven Software",Activision,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Remote Play on TV",Action,"World War II,FPS,Multiplayer,War,Zombies,Action,Shooter,First-Person,Singleplayer,Co-op,Violent,Gore,Historical,Story Rich,Horror,Psychological Horror,Massively Multiplayer,Female Protagonist,Open World,Heist",73,36,75,77
586,Emberdoom,83,999,"Loud King Studios, LLC","Loud King Studios, LLC","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op","Action,Casual,Indie,RPG,Strategy","RPG,Action,Indie,Strategy,Casual",,,,
587,Toricky,54,1499,Atelier Melon-Kissa,Atelier Melon-Kissa,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Indie,Strategy","Indie,Action,Adventure,Casual,Platformer,Strategy,2D,Anime,Puzzle-Platformer,Action-Adventure,Arcade,Stylized,Funny,Great Soundtrack,Singleplayer,Exploration,Retro,Atmospheric,Choices Matter,Robots",,,,
588,Eador. Imperium,80,1999,Snowbird Games,Snowbird Games,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","Indie,RPG,Strategy","Strategy,Indie,RPG,Turn-Based,4X,Turn-Based Strategy",,39,,80
589,Zero Escape: The Nonary Games,95,2999,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Violent,Gore,Adventure","Story Rich,Visual Novel,Mystery,Puzzle,Psychological Horror,Choices Matter,Multiple Endings,Adventure,Great Soundtrack,Anime,Violent,Gore,Atmospheric,Sci-fi,Horror,Singleplayer,Point & Click,Time Travel",86,87,89,80
590,Wanderer of Teandria,91,499,Silentplaygames,Silentplaygames,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie","Indie,Action,Adventure,Platformer,Singleplayer,2D,Difficult,Casual",,,,
591,IrreVRsible,79,199,raptor lab,raptor lab,Single-player,"Action,Indie","Action,Indie,VR",,,,70
592,Champions of Odin,69,499,Hybris Studios,Hybris Studios,Single-player,"Action,Adventure,Indie,RPG,Early Access","Early Access,RPG,Adventure,Indie,Action",,,,
593,Hide and Shriek,82,,Funcom,Funcom,"Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Stats","Action,Free to Play","Multiplayer,Horror,Free to Play,First-Person,Action,Competitive,Atmospheric,Psychological Horror,Funny,Thriller,Mystery,Psychological,Strategy,Memes,Illuminati,Co-op",68,55,79,60
594,Prey,89,2999,Arkane Studios,Bethesda Softworks,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Action,Adventure","Sci-fi,Space,Action,Atmospheric,Singleplayer,Horror,FPS,First-Person,Story Rich,Aliens,Exploration,Futuristic,Adventure,Open World,Stealth,Psychological Horror,RPG,Survival Horror,Great Soundtrack,Violent",82,81,76,79
595,Pathfinder Adventures,63,999,Obsidian Entertainment,Asmodee Digital,"Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases","Violent,RPG,Strategy","RPG,Strategy,Card Game,Board Game,Fantasy,Singleplayer",,45,,50
596,Dreamals,71,499,"XINESS Co,. Ltd.","XINESS Co,. Ltd.","Single-player,Steam Achievements,Partial Controller Support","Action,Casual,Indie","Casual,Action,Indie,Puzzle",,,70,
597,Stable Orbit - Build your own space station,50,1999,Codalyn,Codalyn,"Single-player,Steam Cloud","Casual,Indie,Simulation,Strategy","Simulation,Space",,,,
598,Night in the Woods,92,1999,Infinite Fall,Finji,"Single-player,Steam Achievements,Full controller support,Remote Play on TV",Adventure,"Story Rich,Great Soundtrack,Atmospheric,Adventure,Female Protagonist,Indie,Singleplayer,Colorful,Cute,2D,Exploration,Funny,Mystery,Platformer,Drama,Side Scroller,Walking Simulator,Kickstarter,Psychological Horror,Horror",88,74,88,77
599,Finding Hope,64,299,Falling Star Studio,Falling Star Studio,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie,RPG","Adventure,Casual,Indie,RPG,RPGMaker",,,,50
600,Autobahn Police Simulator 2,46,1999,Z-Software,Aerosoft GmbH,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Casual,Simulation","Simulation,Open World,Driving",,,,30
601,VRZ: Torment,71,999,StormBringer Studios,StormBringer Studios,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Stats,Steam Leaderboards","Action,Adventure,Indie,RPG","Action,Gore,RPG,Violent,Adventure,Indie,VR,Zombies",,,,60
602,Deep Blue 3D Maze in Space,63,299,Ice Code Games,Ice Code Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Casual,Indie","Action,Indie,Adventure,Casual,VR,Puzzle,Space,Puzzle-Platformer",,,,
603,Battle Dome,89,999,Bad Bird Studios,,"Single-player,Multi-player,Co-op",Action,"Action,VR,FPS,Multiplayer",,,,80
